"","YEAR","RAIN","CLOUD","PREC","TEMP","VAP","WETDAY"
"1",1951,10.9,10.1863448275862,10.425,18.4068965517241,11.4003793103448,1.38360344827586
"2",1952,12.8,21.2708965517241,14.8207931034483,20.5729655172414,12.2976551724138,1.70445862068965
"3",1953,6.3,19.8029310344828,15.2715517241379,20.3624827586207,12.704,1.32626206896552
"4",1954,32.1,37.0343103448276,18.502,19.9849655172414,12.2282413793103,1.76117931034483
"5",1955,9.6,22.2433793103448,16.9411034482759,18.8477586206897,11.563275862069,1.38497931034483
"6",1956,5.7,16.4345517241379,12.6506551724138,18.7253103448276,11.4467931034483,1.25288275862069
"7",1957,0.4,22.237,1.0118275862069,17.8784482758621,11.1135862068966,0.822265517241379
"8",1958,3.2,23.0632413793103,4.89831034482759,19.2660689655172,11.9294137931034,1.04795172413793
"9",1959,4.2,28.3848620689655,4.52044827586207,18.1136896551724,11.4345517241379,1.00125862068965
"10",1960,0.1,9.51589655172414,0.0257241379310345,21.116724137931,12.6823448275862,0.025751724137931
"11",1961,25.6,33.1836896551724,18.0959310344828,17.2504827586207,10.6213793103448,1.64491724137931
"12",1962,17,34.3051379310345,9.96958620689655,18.8649655172414,11.6836206896552,1.29786896551724
"13",1963,2.4,8.13572413793103,6.3681724137931,19.9392413793103,11.6838965517241,1.11142413793103
"14",1964,6.6,19.562275862069,4.01189655172414,18.6685862068966,11.5971034482759,1.08281034482759
"15",1965,0.7,18.5776551724138,4.11579310344828,18.8615862068966,11.7231034482759,0.96121724137931
"16",1966,8.8,17.2483793103448,11.9624137931034,21.0013793103448,12.8294827586207,1.34901379310345
"17",1967,0.1,8.81979310344828,0.467310344827586,20.2702413793103,12.2254827586207,0.404127586206897
"18",1968,5.5,23.9368965517241,6.464,17.3746206896552,10.7413448275862,1.10477931034483
"19",1969,2.6,18.7153793103448,6.49624137931034,19.8862068965517,12.2230344827586,1.04370344827586
"20",1970,41.3,29.3394827586207,40.6541379310345,17.9726551724138,11.1464827586207,2.46498620689655
"21",1971,12.6,17.7021724137931,11.01,18.0070344827586,11.4266206896552,1.27554482758621
"22",1972,23.3,26.3435862068966,30.9813103448276,16.7346551724138,10.6784137931034,2.17131724137931
"23",1973,18.3,22.2834137931034,5.41889655172414,19.6906896551724,11.2274827586207,1.06563103448276
"24",1974,3.2,18.4795517241379,1.71103448275862,17.8659655172414,11.0177586206897,0.843134482758621
"25",1975,7.6,26.2645172413793,7.83068965517241,18.3445172413793,11.6103448275862,1.2406724137931
"26",1976,3.5,24.6598620689655,7.33289655172414,18.968724137931,11.4472068965517,0.968720689655172
"27",1977,3.7,16.7356206896552,12.398724137931,19.0550344827586,11.1281724137931,1.12908965517241
"28",1978,27.2,31.2153793103448,40.3255517241379,17.3886206896552,10.847724137931,2.72292068965517
"29",1979,30.6,33.1593448275862,13.2866206896552,17.5168965517241,10.640724137931,1.59956551724138
"30",1980,4.2,23.7165862068966,4.44993103448276,19.1846896551724,12.0000689655172,1.02770689655172
"31",1981,3.7,23.5550344827586,2.82551724137931,19.3772413793103,11.808275862069,0.967155172413793
"32",1982,9.9,27.468,10.2021724137931,17.629724137931,10.7745517241379,1.32255862068966
"33",1983,1.6,25.5202413793103,2.42172413793104,18.1346896551724,11.0246551724138,0.934024137931034
"34",1984,23.5,24.1358275862069,26.3229655172414,17.1047586206897,10.604,2.04912413793103
"35",1985,0,15.8628965517241,0.955827586206897,18.7950344827586,11.4635517241379,0.647489655172414
"36",1986,36.5,21.1351724137931,24.2694482758621,18.3874482758621,11.3556896551724,1.97060689655172
"37",1987,6.4,21.8902068965517,11.8978965517241,19.8589655172414,12.1009310344828,1.41325517241379
"38",1988,11.1,22.6161379310345,6.72562068965517,19.5373448275862,12.1897931034483,1.08556896551724
"39",1989,4.3,29.0766206896552,4.94379310344827,18.2018620689655,11.9026206896552,0.93528275862069
"40",1990,46.1,28.682724137931,18.2156206896552,18.7277586206897,11.7723448275862,1.79562413793103
"41",1991,10.9,23.0775172413793,9.80855172413793,19.8778620689655,12.2391724137931,1.33477586206897
"42",1992,8.7,23.0775172413793,7.27565517241379,17.2597586206897,10.6613448275862,1.12424827586207
"43",1993,5.1,23.0775172413793,0.614379310344828,19.9761034482759,12.2770344827586,0.340613793103448
"44",1994,24.7,23.0775172413793,17.297,18.3225172413793,11.4233103448276,1.72576551724138
"45",1995,23.1,23.0775172413793,17.6721724137931,19.0475517241379,11.7474827586207,1.73008620689655
"46",1996,39.6,20.4942068965517,15.3844827586207,18.9729310344828,11.229724137931,1.45283793103448
"47",1997,0.4,18.121275862069,1.27344827586207,17.7885172413793,11.0246206896552,0.737431034482759
"48",1998,8.6,21.2444482758621,4.5201724137931,19.7159655172414,12.091275862069,1.16875862068966
"49",1999,6.8,23.2384482758621,27.1692413793103,20.4715172413793,12.7391724137931,1.47341724137931
"50",2000,5.3,24.1409310344828,12.7320689655172,18.9104137931034,11.5554827586207,1.43623103448276
"51",2001,1.9,19.9218965517241,2.82555172413793,19.4361034482759,12.1525862068966,1.00805862068966
"52",2002,34.3,24.3321724137931,15.5019655172414,18.6111034482759,11.9473793103448,1.60456206896552
